CODIGO,DESCRIPCI‡N,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JULIO, CANTIDAD EXISTENCIA ALMACêN CDDI JULIO,CANTIDAD EXISTENCIA ALMACêN CDCH JULIO,TOTAL DE EXISTENCIAS  DISPONIBLES    JULIO,MONTO DE EXISTENCIAS EN B/.,,
209298301,SET DE ROPA DESECHABLE PARA CIRUGIA OFTALMOLOGICA,39.99 ,"9,082 ",0 ,610 ,"9,692","387,583.08",,
209313501,"CUCHILLETE     (SE SOLICITA  2,2mm)",11.98 ,0 ,0 ,720 ,720,"8,622.00",,
209321101,SISTEMA DE DRENAJE TORACICO DE TRES CAMARAS. SE SOLICITA DRENAJE CERRADO DE 1 TUBO,37.13 ,0 ,0 ,0 ,0,0.00,,
209330401,"RESPIRADORES CONTRA PARTICULAS DE ALTA FILTRACION N95 CON O SIN VALVULA DE EXALACION.                                                                                                   (SOLICITAMOS TAMA•O MEDIANO ,SIN VALVULA DE EXALACION)",0.97 ,0 ,0 ,0 ,0,0.00,,
209332801,BANDEJA DE ANESTESIA EPIDURAL CONTINUA DESECHABLE CON MEDICAMENTO. SE SOLICITA AGUJA TUOHY/HUBER DE 17G X 88 a 90mm SIN ALAS,30.00 ,0 ,0 ,400 ,400,"12,000.00",,
209338801,"EMPAQUES O COMPRESA CALIENTE (SE SOLICITA CONTORNO PARA CUELLO 61X15 CM 24"" X 6"")",36.64 ,0 ,40 ,0 ,40,"1,465.64",,
209355401,"BOLSA MIXTA TERMOSELLABLE PARA ESTERILIZAR, 6"" X 12"" (150 X 300MM)",0.11 ,"214,120 ","119,900 ",500 ,"334,520","36,797.20",,
209375401,"JUEGO COMPLETO PARA CATETERIZACI‡N VESICAL CON SONDA FOLEY SE SOLICITA 16Fr DE SILICONA, CAPACIDAD DE BOLSA DE 2000cc, Soluci¢n para limpieza de Clorexidina acuosa al 1% CON Jeringuilla prellenada con agua bidestilada de  10cc CON UN PAR DE GUANTES DE NITRILO O VINILO",15.91 ,"17,000 ","1,420 ",80 ,"18,500","294,335.00",,
209375601,"JUEGO COMPLETO PARA CATETERIZACI‡N VESICAL CON SONDA FOLEY SE SOLICITA 18Fr DE SILICONA, CAPACIDAD DE BOLSA DE 2000cc, Soluci¢n para limpieza de Clorexidina acuosa al 1% CON Jeringuilla prellenada con agua bidestilada de  10cc CON UN PAR DE GUANTES DE NITRILO O VINILO",13.00 ,"11,668 ",0 ,80 ,"11,748","152,724.00",,
209377501,"GUANTES QUIRÈRGICOS LIBRES DE LATEX Y POLVO, ESTêRIL  SE SOLICITA TAMA•O 6",1.64 ,0 ,0 ,0 ,0,0.00,,
209393201,APOSITO DE ESPUMA 3D CON PLATA IONICA SE SOLICITA APOSITO NO ADHESIVO TAMA•O 10X 10CM ,21.00 ,"16,560 ",790 ,400 ,"17,750","372,750.00",,
209416401,"JUEGO COMPLETO PARA SUCCI‡N DE V÷AS RESPIRATORIAD, PEDIATRICO Y ADULTO. SE SOLICITA TAMA•O 6FR",1.37 ,"2,400 ",200 ,0 ,"2,600","3,562.00",,
209419501,DETERGENTE LIQUIDO CON ENZIMAS (SE SOLICITA DE 4 ENZIMA),35.63 ,"3,140 ","1,052 ",752 ,"4,944","176,154.72",,
209419601,TORRE DE HISTEROSCOPIA DE FLUJO CONTINUO PARA GINECOLOGIA:   SE SOLICITA ACCESORIO  JUEGOS DE TUBOS DE SILICON REUSABLE,55.36 ,80 ,0 ,0 ,80,"4,428.80",,
209422201,"MULTICAPA DE TRIPLEACCION A BASE DE OCTENIDINA Y ACIDO HIALURONICO TAMA•O: 10CM X 10CM (3.9"" X 3.9"")",0.11 ,0 ,0 ,0 ,0,0.00,,
209423401,CATETER DE ARTERIA RADIAL PARA MONITORIZACION DE PRESION Y TOMA DE MUESTRAS SE SOLICITA CON ALETAS DE 3Fr Y 5cms DE LONGITUD DE POLIURETANO CON PUNTA RECTA,76.00 ,0 ,0 ,0 ,0,0.00,,
209434101,TIJERA PARA BISTURI ARMONICO CON CONTROL MANUAL Y ALTA FRECUENCIA.  (SE SOLICITA VASTAGO DE 9CM),"1,090.00 ",0 ,0 ,0 ,0,0.00,,
209443301,"GUANTES QUIRÈRGICOS DE LµTEX, ESTêRIL (Se solicita tama§o 6)                                                                                                                                                                                                                                                     ",0.28 ,0 ,0 ,0 ,0,0.00,,
209454501,BOLSA INFUSORA A PRESION .SE SOLICITA BOLSA DE 1000cc DE CAPACIDAD,51.38 ,0 ,340 ,0 ,340,"17,469.20",,
209458401,MATRIZ EXTRACELULAR TEJIDO FIBROSO (Se solicita de 5 x 5cm) ,70.07 ,0 ,0 ,0 ,0,0.00,,
209459201,SET DE ROPA PARA CITOSCOP÷A,25.98 ,"35,328 ",232 ,960 ,"36,520","948,789.60",,
209462801,FERULAS SINTETICAS EN ROLLO SE SOLICITA DE 7.5CM X 4.6M,112.06 ,26 ,24 ,8 ,58,"6,499.48",,
209462901,FERULA SINTETICAS EN ROLLO SE SOLICITA DE 12.5CM X 4.6M,163.88 ,680 ,24 ,80 ,784,"128,481.92",,
209464201,FERULAS SINTETICAS EN ROLLO SE SOLICITA DE 5CM X 4.6M,92.04 ,0 ,188 ,0 ,188,"17,303.52",,
209464301,"FERULAS SINTETICAS EN ROLLO SE SOLICITA DE 10CM X 4,6M",138.50 ,0 ,40 ,10 ,50,"6,925.00",,
209471301,JUEGO DE ROPA DESECHABLE PARA CAMA DE PACIENTE,3.39 ,"95,910 ",900 ,"2,200 ","99,010","335,643.90",,
209472501,"VENDA DE YESO DE POLIESTER SE SOLICITA 5""X4 YARDAS. ",6.23 ,"35,816 ",200 ,0 ,"36,016","224,379.68",,
209472601,BANDEJA PARA INSERCION DE SONDA VESICAL ,1.90 ,0 ,0 ,0 ,0,0.00,,
209479001,BOLSA INFUSORA A PRESION. SE SOLICITA BOLSA DE 500cc DE CAPACIDAD,21.60 ,0 ,0 ,0 ,0,0.00,,
209484301,"BANDEJA PARA CATETERIZACION VENOSO CENTRAL DOBLE LUMEN NEONATAL.  SE SOLICITA 4FR X 5CM, DE POLIURETANO",64.50 ,800 ,0 ,0 ,800,"51,600.00",,
209484401,"BANDEJA PARA CATETERIZACION VENOSO CENTRAL DOBLE LUMEN NEONATAL.  SE SOLICITA 4FR X 8CM, DE POLIURETANO",64.50 ,80 ,0 ,0 ,80,"5,160.00",,
209484701,BANDEJA PARA CATETERIZACION VENOSO CENTRAL TRIPLE LUMEN PEDIATRICA. SE SOLICITA MATERIAL DE CATETER CON POLIURETANO DIAMETRO 5 FR X 8CM DE LONGITUD.,73.50 ,0 ,0 ,0 ,0,0.00,,
209484801,BANDEJA PARA CATETERIZACION VENOSO CENTRAL TRIPLE LUMEN PEDIATRICA.   SE SOLICITA MATERIAL DE CATETER CON POLIURETANO DIAMETRO 5FR X 12CM DE LONGITUD,162.00 ,0 ,0 ,0 ,0,0.00,,
209485301,"SUTURA: POLIPROPILENO MONOFILAMENTO, CALIBRE 5-0.(SE SOLICITA LONGITUD DE 75 CM) ",3.97 ,"5,424 ",48 ,0 ,"5,472","21,723.84",,
209485401,PERILLA (BULBO) DE SUCCION - IRRIGACION DE 2 ONZAS ESTERIL,0.66 ,"6,404 ","1,600 ",0 ,"8,004","5,242.62",,
209485501,GUANTES QUIRURGICO DE LATEX ESTERIL                                                               (SE SOLICITA TAMA•O 8 1/2),0.28 ,0 ,0 ,0 ,0,0.00,,
209485901,BANDAS ELµSTICAS PARA FORTALECIMIENTO SE SOLICITA ULTRA SUAVE,103.91 ,358 ,60 ,36 ,454,"47,176.98",,
209486001,BANDAS ELµSTICAS PARA FORTALECIMIENTO   (SE SOLICITA MEDIANA),102.39 ,0 ,0 ,0 ,0,0.00,,
209486101,BANDAS ELµSTICAS PARA FORTALECIMIENTO                     (SE SOLICITA FUERTE) ,100.00 ,393 ,57 ,54 ,504,"50,400.00",,
209486201,BANDAS ELµSTICAS PARA FORTALECIMIENTO                       (SE SOLICITA -EXTRA FUERTE),126.55 ,73 ,57 ,34 ,164,"20,754.18",,
209486401,BANDAS ELµSTICAS PARA FORTALECIMIENTO                     (SE SOLICITA -SUPER FUERTE),100.00 ,0 ,16 ,76 ,92,"9,200.00",,
209489901,"APOSITO ELECTROESTATICO LAMINADO DE CARBON ACTIVADO DE BAJA ADHERENCIA SE SOLICITA TAMA•O: 20 CM X 10 CM (8"" X 4"")",36.75 ,0 ,0 ,0 ,0,0.00,,
209493501,BANDAS ELµSTICAS PARA FORTALECIMIENTO.                    (SE SOLICITA SUAVE),103.91 ,0 ,57 ,12 ,69,"7,170.07",,
209496501,"APOSITO ELECTROESTµTICO DE TRIPLE ACCI‡N SE SOLICITA TAMA•O: 10 CM X 10 CM (4"" X 4"")",24.00 ,0 ,900 ,0 ,900,"21,600.00",,
209518001,"AP‡SITO HIDROCOLOIDE (Est†ndar, Regular o Extra Absorbente).  SE SOLICITA  CUADRADO 10CM X 10CM",2.98 ,"4,680 ","2,080 ",480 ,"7,240","21,539.00",,
209519101,RECIPIENTE DESECHABLE PARA SISTEMA DE DRENAJE TORµCICO DIGITAL (Se solicita de 300cc polipropileno) ,16.75 ,0 ,0 ,0 ,0,0.00,,
209521601,"AGUJAS PARA LOCALIZACION Y BLOQUEO DE NERVIO PERIFERICO.  SE SOLICITA TAMA•O 22Ga X 3 1/4"" ",11.80 ,120 ,0 ,0 ,120,"1,416.00",,
209540801,HIALURONATO S‡DICO,25.89 ,"6,980 ",220 ,0 ,"7,200","186,408.00",,
209541001,"FORRO PROTECTOR DE COLCHON SE SOLICITA TAMA•O 38"" X 80""",44.88 ,"15,440 ",660 ,610 ,"16,710","749,944.80",,
209542201,"SUTURA: ACIDO POLIGLIC‡LICO TRENZADO, CALIBRE 3-0, LONGITUD 67 A 75 CM.  AGUJA DE 15 A 17 MM., 1/2 CIRCULO, PUNTA REDONDA. SE SOLICITA LONGITUD DE 75CM Y AGUJA DE 15MM",1.34 ,"10,500 ",0 ,0 ,"10,500","14,017.50",,
209546001,MASCARILLA RECTANGULAR DE 3 PLIEGUES CON SUJECION EN LA OREJA. ,0.31 ,0 ,0 ,0 ,0,0.00,,
209546301,"BATA DESECHABLE, PARA USO GENERAL NO ESTERIL .AAMI     NIVEL 3.  SE SOLICITA TAMA•O REGULAR O UNIVERSAL (MEDIANO -GRANDE)",0.58 ,0 ,0 ,0 ,0,0.00,,
209546401,"BATA DESECHABLE, PARA USO GENERAL NO ESTERIL .AAMI NIVEL 3.       (SE SOLICITA TAMA•O GRANDE)",0.60 ,0 ,0 ,0 ,0,0.00,,
209559101,VENDAJE NEUROMUSCULAR. SE SOLICITA DE 5CM X 5MT,12.50 ,40 ,32 ,0 ,72,900.07,,
209559201,"MU•EQUERA CON BARRA DE 6? U 8? DERECHA O IZQUIERA, CON CIERRE DE VELCRO. SE SOLICITA  TAMA•O CHICO",40.69 ,0 ,0 ,0 ,0,0.00,,
209559401,"INMOVILIZADOR DE RODILLA UNIVERSAL. SE SOLICITA TAMA•O  16"" DE LONGITUD",44.78 ,0 ,0 ,0 ,0,0.00,,
209559601,INMOVILIZADOR ELµSTICO DE HOMBRO                           (SE SOLICITA TAMA•O SMALL)    ,44.65 ,0 ,0 ,0 ,0,0.00,,
209559701,"CALCETA TUBULAR.    SE SOLICITA  MEDIA TEJIDA DE ALGOD‡N 2"" X 25 YARDAS DE LONGITUD",12.11 ,832 ,0 ,0 ,832,"10,071.36",,
209559801,"MU•EQUERA CON BARRA DE 6? U 8? DERECHA O IZQUIERA, CON CIERRE DE VELCRO  (SE SOLICITA  TAMA•O MEDIANO)",40.00 ,0 ,0 ,0 ,0,0.00,,
209559901,"MU•EQUERA CON BARRA DE 6? U 8? DERECHA O IZQUIERA, CON CIERRE DE VELCRO, SE SOLICITA  TAMA•O GRANDE ",40.69 ,0 ,0 ,0 ,0,0.00,,
209560201,"INMOVILIZADOR DE RODILLA UNIVERSAL                                                SE SOLICITATAMA•O 20"" DE LONGITUD",44.54 ,460 ,0 ,0 ,460,"20,488.40",,
209560301,"INMOVILIZADOR DE RODILLA UNIVERSAL   SE SOLICITA  Tama§os : 24"". de longitud",40.52 ,528 ,0 ,0 ,528,"21,394.56",,
209560401,INMOVILIZADOR ELµSTICO DE HOMBRO SE SOLICITA TAMA•O MEDIANO,14.54 ,400 ,0 ,0 ,400,"5,816.00",,
209560501,INMOVILIZADOR ELµSTICO DE HOMBRO (SE SOLICITA TAMA•O LARGO),13.89 ,0 ,0 ,0 ,0,0.00,,
209564401,SUTURA POLIGLACTINA 910 RECUBIERTO DE POLIGLACTINA 370 Y TRICLOSAN (SUTURA ACTIVA).CALIBRE 1 .   (SE SOLICITA AGUJA 36.4MM Y LONGITUD DE 90CM)                                                                                                                                                                                                                 ,5.36 ,"7,596 ","1,656 ","5,748 ","15,000","80,400.00",,
209564501,"SUTURA MONOFILAMENTO POLIDIOXANONA  CALIBRE 1                                                                                                                                                                                                                                                                                                                                                                                                                                                         DESCRIPCION: Recubierta de triclosan color violeta, longitud entre 70cm y 90cm, con aguja de 36.4mm, 40mm ¢ 48mm de 1/2 circulo, punta ahusada. (SE SOLICITA CALIBRE 1 CON AGUJA 40MM Y LONGITUD DE 90 CM)",18.37 ,0 ,0 ,0 ,0,0.00,,
209565201,BANDEJA PARA CATETERIZACION VENOSO CENTRAL TRIPLE LUMEN PEDIATRICA.    SE SOLICITA MATERIAL DE CATETER CON POLIURETANO DIAMETRO 5FR X 15CM DE LONGITUD.,165.00 ,0 ,0 ,0 ,0,0.00,,
209566001,"RECIPIENTE DESECHABLE PARA SISTEMA DE DRENAJE TORµCICO DIGITAL (Se solicita recipiente de 2000, polipropileno) ",135.00 ,0 ,0 ,0 ,0,0.00,,
209566101,TUBO PARA SISTEMA DE DRENAJE TORµXICO DIGITAL CONEXI‡N SIMPLE SE SOLICITA 1.5 M,27.00 ,200 ,720 ,0 ,920,"24,840.00",,
209566801,AGUJA PARA LA LOCALIZACION DE LESIONES MAMARIAS . SOLICITA CALIBRE 20 G A Y 10 cm                                                                                                       ,10.95 ,0 ,0 ,0 ,0,0.00,,
209585001,AP‡SITO CON MATRIZ DE COLAGENO CON PLATA,50.00 ,"14,670 ","1,570 ",300 ,"16,540","827,000.00",,
209590301,TIJERA PARA BISTURI ARMONICO CON CONTROL MANUAL Y ALTA FRECUENCIA.  SE SOLICITA VASTAGO DE 45CM,897.50 ,0 ,0 ,0 ,0,0.00,,
209603601,"RESPIRADORES CONTRA PARTICULAS DE ALTA FILTRACION N95 CON O SIN VALVULA DE EXALACION. SE SOLICITA TAMA•O GRANDE, CON VALVULA DE EXALACI‡N ",5.70 ,0 ,0 ,0 ,0,0.00,,
209611001,"EMPAQUES O COMPRESA CALIENTE. (SE SOLICITA TAMA•O ESTµNDAR DE 25CM X 30CM 10""X12"")",24.49 ,24 ,40 ,0 ,64,"1,567.36",,
209666301,ROPA DESECHABLE DE NEUROCIRUG÷A,54.95 ,"2,315 ",640 ,0 ,"2,955","162,377.25",,
209726201,"FIJACION CUTANEO CON ADHESIVO DE SILICONA Y DOBLE PROTECCION ANTIMICROBIANA DE CLORHEXIDINA Y PLATA CON VENTANA SE SOLICITA TAMA•O: 6cm x 7cm
",18.50 ,0 ,0 ,0 ,0,0.00,,
209726301,"FIJACION CUTANEO CON ADHESIVO DE SILICONA Y DOBLE PROTECCION ANTIMICROBIANA DE CLORHEXIDINA Y PLATA CON VENTANA SE SOLICITA TAMA•O: 10cm x 12cm
",29.50 ,0 ,0 ,0 ,0,0.00,,
209770201,GORRO PARA VARON.,0.05 ,"1,684,000 ","100,000 ","117,600 ","1,901,600","85,572.00",,
209770301,GORRO PARA MUJERES.,0.03 ,"856,000 ","299,000 ","26,000 ","1,181,000","29,525.00",,
209817201,ROPA DESECHABLE PARA LAPARATOMIA,13.09 ,10 ,"1,020 ",0 ,"1,030","13,482.70",,
209819201,MANGA DE COMPRESION NEUMATICA SECUENCIAL Y/O INTERMITENTE PARA  PANTORRILLA PARA LA PROFILAXIS DE LA TROMBOSIS VENOSA PROFUNDA. SE SOLICITA TAMA•O GRANDE.,33.10 ,"1,760 ",400 ,0 ,"2,160","71,496.00",,
209819301,MANGA DE COMPRESION NEUMATICA SECUENCIAL Y/O INTERMITENTE PARA  PANTORRILLA PARA LA PROFILAXIS DE LA TROMBOSIS VENOSA PROFUNDA.    SE SOLICITA TAMA•O  MEDIANO,33.25 ,40 ,"3,520 ",40 ,"3,600","119,700.00",,
209821001,SISTEMA INTEGRADO DE CIERRE DE PUERTOS (DUAL) PARA PROCEDIMIENTOS LAPAROSC‡PICOS,201.34 ,0 ,0 ,0 ,0,0.00,,
209833001,JERINGUILLA DE 1cc (?-100) PARA INSULINA DE RETRACCION. SE SOLICITA 30G X 8MM,0.38 ,"1,900 ",0 ,0 ,"1,900",722.00,,
209833101,JERINGUILLA DE 0.5cc (›ﬁ-100) PARA INSULINA DE RETRACCION     (SE SOLICITA 30G X 8MM),0.33 ,800 ,"72,000 ",0 ,"72,800","24,024.00",,
209833401,SET DE ROPA DESECHABLE PARA DILATACION Y CURETAJE,20.42 ,"33,808 ","1,344 ",480 ,"35,632","727,605.44",,
209833501,FERULAS SINTETICAS EN ROLLO SE SOLICITA DE 15CM X 4.6M,184.94 ,456 ,56 ,0 ,512,"94,689.28",,
209833601,"CATETER INTRAVENOSO DE BIOSEGURIDAD   (SE SOLICITA CATETER DE POLIURETANO TAMA•O 18G X 1 1/4"")",0.87 ,"326,400 ","46,000 ","56,600 ","429,000","373,230.00",,
209833701,"CATETER INTRAVENOSO DE BIOSEGURIDAD.  SE SOLICITA CATETER DE POLIURETANO TAMA•O 20G X 1""  A 1 3/4""",1.17 ,0 ,0 ,0 ,0,0.00,,
209833801,"CATETER INTRAVENOSO DE BIOSEGURIDAD SE SOLICITA CATETER DE POLIURETANO TAMA•O 22G X 1 """,1.07 ,0 ,"8,800 ","15,600 ","24,400","25,986.00",,
209833901,CATETER INTRAVENOSO DE BIOSEGURIDAD 1. CatÇter con sistema de seguridad de retracci¢n autom†tica al extraer la gu°a o aguja ,0.83 ,"321,600 ","24,550 ","51,200 ","397,350","329,800.50",,
209834001,CANULA NASOFARINGEA  DE 20 FR A  26 FR.  (SE SOLOCITA TAMA•0 26FR) ,3.81 ,"12,680 ",0 ,0 ,"12,680","48,310.80",,
209834201,"FILTRO DE C02 DESECHABLE (Se Solicita Con filtros de CO2 desechables (50 unidades) con su tuber°a seg£n fabricante, o Con filtros de CO2 desechables (100 unidades) sin tuber°a seg£n fabricante)",10.00 ,0 ,0 ,0 ,0,0.00,,
209834501,SISTEMA DE DOS PIEZAS PARA COLOSTOMIA /ILEOSTOMIA PARA ADULTO ABIERTO.  (SE SOLICITO DIAMETRO EXTERNO DE 50MM),4.55 ,0 ,0 ,0 ,0,0.00,,
209834601,SISTEMA DE DOS PIEZAS PARA COLOSTOMIA/ILEOSTONIA PARA ADULTO ABIERTA SE SOLICITA DIAMETRO EXTERNO 57MM A 60MM,3.80 ,0 ,"1,620 ",0 ,"1,620","6,156.00",,
209834701,CANULA NASOFARINGEA  DE 32 FR A 36 FR.  (SE SOLOCITA TAMA•0 36FR)        ,3.69 ,"7,800 ",0 ,0 ,"7,800","28,782.00",,
209834801,ENVASE PARA DESECHOS PUNZOCORTANTE SE SOLICITA TAMA•O 7.6 LITROS,5.50 ,0 ,0 ,0 ,0,0.00,,
209834901,ENVASE PARA DESECHOS PUNZOCORTANTE SE SOLICITA TAMA•O 22.7 LITROS,9.50 ,0 ,0 ,0 ,0,0.00,,
209835001,ENVASE PARA DESECHOS PUNZOCORTANTE SE SOLICITA TAMA•O 1.4 LITROS,5.58 ,0 ,0 ,0 ,0,0.00,,
209847501,GUANTES DE NITRILO CON PU•O EXTENDIDO. SE (SOLICITA TAMA•O EXTRA GRANDE),1.65 ,0 ,0 ,0 ,0,0.00,,
209851201,COBERTOR CµMARA DE VIDEO (Se solicita tama§o  17CM X 242CM),2.77 ,0 ,720 ,0 ,720,"1,994.40",,
209854501,LAMINA PROTECTORA DE SUPERFICIES AISLANTE DE FLUIDOS CONTAMINANTES.                           ,18.50 ,"163,660 ","33,000 ","5,900 ","202,560","3,747,360.00",,
209865701,APOSITO CON MATRIZ DE COLAGENO (Se solicita 4 pulgadas x 4 pulgadas (10cm x 10cm),51.66 ,0 ,0 ,0 ,0,0.00,,
209868301,TERMOMETRO TIMPANICO DIGITAL   ( SE SOLICITA FUNDA O CUBERTOR DESECHABLE) ,0.05 ,"18,885,000 ","75,000 ","40,600 ","19,000,600","950,030.00",,
209870701,"SOLUCI‡N DE GLUCONATO DE CLORHEXIDINA AL 2% Y ALCOHOL AL 70%, PARA LA ASEPSIA PRE QUIRÈRGICA DE LA PIEL Y PARA ACCESOS VASCULARES    SE SOLICITA TUBO APLICADOR CON ESPONJA DE 35ML  ENTINTADO",9.00 ,0 ,0 ,0 ,0,0.00,,
209870801,CATETER DE SUCCION NASO-FARINGEA CALIBRE 14FR LONGITUD 60CM ,0.25 ,0 ,0 ,0 ,0,0.00,,
209870901,CATETER DE SUCCION NASO-FARINGEA CALIBRE 16FR LONGITUD 60CM ,0.25 ,0 ,0 ,0 ,0,0.00,,
209871001,CATETER DE SUCCION NASO-FARINGEA CALIBRE 18FR LONGITUD 60CM ,0.25 ,"1,800 ",0 ,0 ,"1,800",450.00,,
209871201,TIJERA LAPAROSC‡PICA PARA BISTURI ARMINICO CON CONTROL MANUAL Y ALTA FRECUENCIA. SE SOLICITA VASTAGO DE 17 CM ,"1,090.00 ",0 ,0 ,0 ,0,0.00,,
209871301,"SISTEMA DE CATERIZACION VENOSA CENTRAL DE DOBLE O TRIPLE
LUMEN CON 2 ANTIBIOTICOS (MINOCICLINA Y RIFAMPICINA), NEONATAL
O PEDIµTRICO  (SE SOLICITA DOBLE LUMEN 4FR X 5M, DE POLIURETANO)",205.00 ,0 ,0 ,0 ,0,0.00,,
209871401,"SISTEMA DE CATERIZACION VENOSA CENTRAL DE DOBLE O TRIPLE
LUMEN CON 2 ANTIBIOTICOS (MINOCICLINA Y RIFAMPICINA), NEONATAL
O PEDIµTRICO.                                                                        SE SOLICITA 5FR X 8CM, DE DOS LUMENS DE POLIURETANO",205.00 ,0 ,0 ,0 ,0,0.00,,
209871501,"SISTEMA DE CATERIZACION VENOSA CENTRAL DE DOBLE O TRIPLE LUMEN CON 2 ANTIBIOTICOS (MINOCICLINA Y RIFAMPICINA), NEONATAL O PEDIµTRICO,  SE SOLICITA 5FR X 12CM, DE POLIURETANO DE DOS LUMEN.",205.00 ,0 ,0 ,0 ,0,0.00,,
209871601,"SISTEMA DE CATERIZACION VENOSA CENTRAL DE DOBLE O TRIPLE LUMEN CON 2 ANTIBIOTICOS (MINOCICLINA Y RIFAMPICINA), NEONATAL O PEDIµTRICO.   SE SOLICITA DE TRES LUMENES 5FR X 12CM, DE POLIURETANO",205.00 ,0 ,0 ,0 ,0,0.00,,
209871701,"SISTEMA DE CATERIZACION VENOSA CENTRAL DE DOBLE O TRIPLE LUMEN CON 2 ANTIBIOTICOS (MINOCICLINA Y RIFAMPICINA), NEONATAL O PEDIµTRICO                                                                                                                                  (SE SOLICITA 5FR X 15M, TRIPLE LUMEN DE POLIURETANO)",205.00 ,0 ,0 ,0 ,0,0.00,,
209871801,"SISTEMA DE CATERIZACION VENOSA CENTRAL DE DOBLE O TRIPLE LUMEN CON 2 ANTIBIOTICOS (MINOCICLINA Y RIFAMPICINA), NEONATAL
O PEDIµTRICO.   SE SOLICITA 5FR X 8CM, DE TRES LUMENS DE POLIURETANO",205.00 ,0 ,0 ,0 ,0,0.00,,
209871901,SISTEMA DE CATERIZACION VENOSA CENTRAL DE DOBLE   LUMEN CON 2 ANTIBIOTICOS 4FR X 8CM,205.00 ,0 ,0 ,0 ,0,0.00,,
209872001,"TUBO DE EXTENSI‡N DE VENOCLISIS. SE SOLICITA DE 25"" DE LONGITUD",0.60 ,"91,796 ",0 ,"1,600 ","93,396","56,037.60",,
209884401,"SISTEMA CERRADO (ESPIGA) UNIDIRECCIONAL PARA EXTRACCI‡N DE SOLUCION EN BOTELLA O BOLSA, CON O SIN FILTRO DE AIRE Y CONECTOR LIBRE DE AGUJA. SE SOLICITA CON FILTRO",2.41 ,"4,400 ",0 ,0 ,"4,400","10,604.00",,
209910801,ESTIMULADOR NERVIO VAGO (PROTESIS) ,"25,783.33 ",0 ,0 ,0 ,0,0.00,,
209968301,MICROESFERAS DE POLIESTIRENO CARGADAS NEGATIVAMENTE,27.28 ,"1,772 ",28 ,0 ,"1,800","49,104.00",,
209975301,CEPILLO PLANO PARA LIMPIEZA DE 75MM X 20MM X 15MM (RIGIDO) ,25.00 ,"30,056 ","1,400 ",300 ,"31,756","793,900.00",,
209975501,CEPILLO PARA LIMPIAR 75mm x 20mm x 15mm (FLEXIBLE),25.00 ,"24,856 ","2,000 ",300 ,"27,156","678,900.00",,
209975701,ESPONJA TEREFTALATO DE POLIETILENO      (SE SOLICITA ESPONJA),0.90 ,"108,560 ","65,260 ","27,600 ","201,420","181,278.00",,
209991001,"PELICULA DE SILICONA, CON PROTECCI‡N DE CLORHEXIDINA Y PLATA SE SOLICITA TAMA•O: 10 cm X 12 cm.",35.95 ,0 ,"2,000 ",0 ,"2,000","71,900.00",,
209991101,"PELICULA DE SILICONA, CON PROTECCI‡N DE CLORHEXIDINA Y PLATA SE SOLICITA TAMA•O: 6 cm X 20 cm.",29.50 ,0 ,"2,000 ",200 ,"2,200","64,900.00",,
209991201,"APOSITO PROTECTOR, SE SOLICITA TAMA•O 15CM X 15CM",23.38 ,"1,850 ","2,860 ",200 ,"4,910","114,771.25",,
209991301,"APOSITO PROTECTOR, SE SOLICITA TAMA•O 20CM X 20CM",37.08 ,0 ,0 ,0 ,0,0.00,,
209991401,"APOSITO ESPUMA , SE SOLICITA Tama§os con borde, 12.5X 12.5 CM",33.00 ,600 ,570 ,0 ,"1,170","38,610.00",,
209991501,"APOSITO ESPUMA, se solicita Tama§os sin borde 10CM X 20CM",27.00 ,600 ,370 ,0 ,970,"26,190.00",,
209991801,"APOSITO ESPUMA , se solicita Tama§os con borde 20CMX 26CM PARA TALON.",58.60 ,600 ,200 ,0 ,800,"46,880.00",,
209992601,ESTABILIZADOR DE CATETER SUPRA PUBICO O URETERAL,22.00 ,0 ,0 ,0 ,0,0.00,,
,Total general,**************,"88,974,822","4,177,630","2,261,957","95,414,409","78,251,975",,
,,,,,,,,,
,,,,,,,,,
