CODIGO,DESCRIPCI‡N,PRECIO UNITARIO B/.,CANTIDAD EXISTENCIA ALMACêN CDPA JUNIO,CANTIDAD EXISTENCIA ALMACêN CDDI JUNIO,CANTIDAD EXISTENCIA ALMACêN CDCH JUNIO,TOTAL DE EXISTENCIAS  DISPONIBLES    JUNIO,MONTO DE EXISTENCIAS EN B/.,,
209058101,"VENDA ELASTICA  SE SOLICITA 3"" DE ANCHO X 5"" YARDAS DE LONGITUD                                                                                                                                                                                                                                                                               ",0.26 ,0 ,0 ,0 ,0,0.00,,
209058102,"VENDA ELASTICA  SE SOLICITA 4"" DE ANCHO X 5"" YARDAS DE LONGITUD                                                                                                                                                                                                                                                                               ",1.34 ,0 ,0 ,0 ,0,0.00,,
209058103,"VENDA ELASTICA  SE SOLICITA 6"" DE ANCHO X 5"" YARDAS DE LONGITUD                                                                                                                                                                                                                                                                               ",0.69 ,0 ,0 ,0 ,0,0.00,,
209058300,"VENDA DE YESO     (SE SOLICITA DE FRAGUADO RµPIDO DE 3"" X 3 YARDAS, DE MAXIMO DE 5 MINUTOS)",1.08 ,0 ,"1,440 ",0 ,"1,440","1,555.20",,
209058301,"VENDA DE YESO . SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE 5 MINUTOS DE 4"" X 3 YARDAS",2.02 ,0 ,0 ,0 ,0,0.00,,
209058302,"VENDA DE YESO, SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE 5 MINUTOS DE  4"" X 5 YARDAS.",2.06 ,0 ,0 ,0 ,0,0.00,,
209058303,"VENDA DE YESO  SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE 5 MINUTOS DE 5"" X 5 YARDAS",2.45 ,0 ,"4,408 ",125 ,"4,533","11,105.85",,
209058304,"VENDA DE YESO, SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE 5 MINUTOS DE 6"" X 5 YARDAS.",3.53 ,"8,928 ",0 ,816 ,"9,744","34,396.32",,
209058306,"VENDA DE YESO, SE SOLICITA DE FRAGUADO RµPIDO MAXIMO DE  5 MINUTOS DE  8"" X 5 YARDAS.",3.49 ,0 ,"2,060 ",480 ,"2,540","8,864.60",,
209058400,"VENDA DE GASA ABSORBENTE AJUSTABLE,  6 DOBLECES",0.76 ,0 ,0 ,0 ,0,0.00,,
209058900,"SUTURA CATGUT CR‡MICO, CALIBRE 0, LONGITUD 67 A 75 CM.  AGUJA DE 35 A 37MM, DELGADA, ´ ÷IRCULO, PUNTA REDONDA. ",1.14 ,"74,040 ","16,224 ",792 ,"91,056","103,348.56",,
209059200,"SUTURA: CATGUT CR‡MICO, CALIBRE 1",1.30 ,0 ,0 ,0 ,0,0.00,,
209059300,"SUTURA: CATGUT CR‡MICO, (SE SOLICITA CALIBRE 1)",0.82 ,0 ,0 ,0 ,0,0.00,,
209059400,"SUTURA: CATGUT CR‡MICO, CALIBRE 1, LONGITUD 75 CM,  AGUJA DE  37 MM, GRUESA, ´ C÷RCULO, PUNTA REDONDA GRUESA. ",1.21 ,"7,056 ",336 ,576 ,"7,968","9,641.28",,
209059700,"SUTURA: CATGUT CR‡MICO, CALIBRE 2-0",1.40 ,0 ,0 ,0 ,0,0.00,,
209059800,"SUTURA: CATGUT CR‡MICO CALIBRE  2-0,  SE SOLICITA DE LONGITUD DE 75 CM CON AGUJA DE 37 MM PUNTA REDONDA DELGADA",0.95 ,0 ,0 ,0 ,0,0.00,,
209059901,"SUTURA: CATGUT SIMPLE, CALIBRE 2-0, LONGITUD 67 A 75cm, AGUJA DE 20 A 22mm, ´ C÷RCULO, PUNTA REDONDA ESTêRIL ",1.39 ,0 ,0 ,0 ,0,0.00,,
209060000,"SUTURA: CATGUT CR‡MICO, CALIBRE 3-0",1.70 ,0 ,0 ,0 ,0,0.00,,
209060300,"SUTURA: CATGUT CROMICO, CALIBRE 4-0",0.73 ,"7,308 ",216 ,552 ,"8,076","5,908.24",,
209060500,"SUTURA: CATGUT CR‡MICO, CALIBRE  5-0, LONGITUD 45 CM. AGUJA DE 12 o 13 MM., ? C÷RCULO, PUNTA CORTANTE ESTêRIL. ",1.12 ,"4,440 ","1,848 ",564 ,"6,852","7,674.24",,
209062502,"SUTURA: POLIPROPILENO MONOFILAMENTO AZUL, CALIBRE 0",0.87 ,0 ,0 ,0 ,0,0.00,,
209062504,"SUTURA: POLIPROPILENO MONOFILAMENTO AZUL, CALIBRE 2-0, AGUJA REDONDA LONGITUD 75 A 90 CM. AGUJA DOBLE DE 25 A 26 MM., ´ C÷RCULO, PUNTA REDONDA ESTêRIL. ",1.18 ,"3,720 ","1,008 ",576 ,"5,304","6,258.72",,
209062506,"SUTURA DE POLIPROPILENO MONOFILAMENTO AZUL,CALIBRE1",0.93 ,0 ,"6,168 ",0 ,"6,168","5,745.62",,
209062602,"SUTURA: NYLON MONOFILAMENTO, CALIBRE 3-0",0.51 ,0 ,0 ,0 ,0,0.00,,
209062701,"SUTURA NYLON MONOFILAMENTO, CALIBRE 3-0 Con longitud 75 cm. con aguja de 24 mm., 3/8 circulo, punta cortantes reverso estÇril.",0.47 ,0 ,0 ,0 ,0,0.00,,
209062704,"SUTURA: NYLON MONOFILAMENTO, CALIBRE 4-0",0.50 ,0 ,0 ,0 ,0,0.00,,
209062902,SUTURA NYLON MONOFILAMENTO CALIBRE 10-0.      ,5.98 ,0 ,0 ,0 ,0,0.00,,
209063300,"SUTURA: NYLON MONOFILAMENTO, SE SOLICITA CALIBRE 6-0",1.25 ,0 ,0 ,0 ,0,0.00,,
209063306,"SUTURA: NYLON MONOFILAMENTO, CALIBRE 5-0, LONGITUD 45 CM., AGUJA DE 19 MA 20 MM., ? C÷RCULO, PUNTA CORTANTE. ",0.85 ,0 ,0 ,0 ,0,0.00,,
209063308,"SUTURA: POLIPROPILENO MONOFILAMENTO, CALIBRE 7-0",2.65 ,0 ,"1,680 ",0 ,"1,680","4,444.86",,
209063313,"SUTURA MONOFILAMENTO POLIDIOXANONA CALIBRE 4-0 Descripci¢n del producto: Sutura Monofilamento de Polidioxanona recubierta de triclosan ,incolora,    (SE SOLICITA: calibre 4-0,longitud 45cm, aguja de 19mm,3/8 circulo,punta cortante.)",7.11 ,0 ,0 ,0 ,0,0.00,,
209063317,SUTURA MONOFILAMENTO POLIDIOXANONA  CALIBRE 1 SE SOLICITA CON AGUJA 36.4MM Y LONGITUD DE 70 CM                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,17.78 ,0 ,0 ,0 ,0,0.00,,
209063318,"SOLUCION ADHESIVA TOPICA PARA LA SUTURA DE LA PIEL  (SE SOLICITA DE 0.5ML
ESTERIL DE USO UNICO, EN ENVASE BURBUJA CON PUNTA, APLICADOR, DE FORMULACION MONOMETRICA DE (2
OCTIL CIANOACRILATO) Y CON BARRERA MICROBIAL DE 0.25ML,0.50ML,0.75ML DE LIQUIDO ADHESIVO.)",42.63 ,0 ,0 ,0 ,0,0.00,,
209063402,"SUTURA: µCIDO POLIGLIC‡LICO TRENZADO, CALIBRE  0, SE SOLICITA AGUJA DE 26 MM LONGITUD 75CM",1.37 ,0 ,0 ,0 ,0,0.00,,
209063404,"SUTURA: ACIDO POLIGLICOLICO TRENZADO, CALIBRE 0, LONGITUD 70 CM. AGUJA DE 37 MM. GRUESA 1/2 CIRCULO, PUNTA REDONDA ESTERIL. ",1.32 ,0 ,0 ,0 ,0,0.00,,
209063406,"SUTURA: ACIDO POLIGLICOLICO TRENZADO, CALIBRE 1, SE SOLICITA AGUJA DE 35 MM. LONGITUD 70CM",1.30 ,0 ,0 ,0 ,0,0.00,,
209063500,"SUTURA: µCIDO POLIGLIC‡LICO TRENZADA, CALIBRE 2-0",1.59 ,0 ,0 ,0 ,0,0.00,,
209063504,"SUTURA: µCIDO POLIGLIC‡LICO TRENZADO, CALIBRE 1 LONGITUD 67 A 75 CM. AGUJA DE 35 A 37 MM., 1/2 C÷RCULO, PUNTA REDONDA GRUESA.                                                                                              SOLICITAMOS: AGUJA CALIBRE 36MM LONG 70CM ",1.39 ,0 ,0 ,0 ,0,0.00,,
209063509,"SUTURA ACIDO POLIGLICOLICO TRENZADO, CALIBRE 4-0, SE SOLICITA AGUJA 19MM, 3/8 CIRCULO PUNTA CORTANTE ESTERIL, LONGITUD 45CM",1.38 ,0 ,0 ,0 ,0,0.00,,
209063510,"SUTURA: ACIDO POLIGLIC‡LICO TRENZADO, CALIBRE 4-0",1.36 ,0 ,0 ,0 ,0,0.00,,
209063513,"SUTURA: µCIDO POLIGLIC‡LICO TRENZADO, CALIBRE 3-0 ",1.58 ,"1,056 ",72 ,216 ,"1,344","2,123.52",,
209063802,"SUTURA ACIDO POLIGLICOLICO TRENZADO, SE SOLICITA CALIBRE 6-0",6.67 ,0 ,0 ,0 ,0,0.00,,
209064000,SUTURA: SEDA NEGRA TRENZADA SILICONIZADA CALIBRE 0,0.91 ,0 ,0 ,0 ,0,0.00,,
209064200,SUTURA: SEDA NEGRA TRENZADA SILICONIZADA CALIBRE 1.,0.87 ,0 ,0 ,0 ,0,0.00,,
209064201,"SUTURA: SEDA NEGRA TRENZADA SILICONIZADA, CALIBRE 1,  SE SOLICITA   LONGITUD 75CM.,  10 HEBRAS",1.59 ,0 ,0 ,0 ,0,0.00,,
209064400,"SUTURA: SEDA NEGRA TRENZADA SILIC‡N IZADA CALIBRE 2.0, SE SOLICITA LONGITUD 75CM, 10 HEBRAS",0.91 ,0 ,0 ,0 ,0,0.00,,
209064500,"SUTURA: SEDA NEGRA TRENZADA SILICONIZADA CALIBRE 2.0, SE SOLICITA DE LONGITUD 75CM",0.81 ,0 ,0 ,0 ,0,0.00,,
209064600,"SUTURA: SEDA NEGRA TRENZADA SILIC‡NIZADA, CALIBRE 3-0",1.08 ,0 ,0 ,0 ,0,0.00,,
209064701,"SUTURA: SEDA NEGRA TRENZADA SILICONIZADA, CALIBRE 3-0",0.50 ,0 ,0 ,0 ,0,0.00,,
209064800,SUTURA: SEDA NEGRA TRENZADA SILICONIZADA CALIBRE 3.0   SE SOLICITA AGUJA DE 22 MM,1.75 ,0 ,0 ,0 ,0,0.00,,
209065300,"SUTURA: SEDA NEGRA TRENZADA SILICONIZADA, CALIBRE 4-0, LONGITUD 45cm, AGUJA DE 12 A 13mm, ? C÷RCULO, PUNTA CORTANTE, ESTêRIL",0.72 ,0 ,0 ,0 ,0,0.00,,
209065500,"SUTURA: SEDA NEGRA TRENZADA  SILICONIZADA, CALIBRE 6-0. SE SOLICITA LONGITUD 45 CM.  AGUJA DE 11 A 12 MM., 3/8 CIRCULO, PUNTA CORTANTE",1.28 ,684 ,720 ,144 ,"1,548","1,981.44",,
209066101,"SUTURA: POLIPROPILENO MONOFILAMENTO CALIBRE 3-0, DE LONGITUD 90CM, DOBLE AGUJA DE 25 - 26MM, 1/2 C÷RCULO PUNTA REDONDA ESTêRIL",1.65 ,0 ,"1,200 ",576 ,"1,776","2,921.52",,
209069700,PLANCHA DE CAUTERIO DESECHABLE,3.29 ,0 ,0 ,0 ,0,0.00,,
209076301,"APOSITO PROTECTOR, SE SOLICITA TAMA•O 10CM X 10CM",16.81 ,0 ,0 ,0 ,0,0.00,,
209076401,"APOSITO DE ESPUMA, se solicita Tama§os con borde 15 CM X 20 CM",38.70 ,"6,150 ",100 ,0 ,"6,250","241,875.00",,
209076501,"APOSITO DE ESPUMA, se solicita Tama§os sin borde 12.5CM X 12.5CM",26.50 ,"1,900 ",100 ,0 ,"2,000","53,000.00",,
209076601,"APOSITO DE ESPUMA, se solicita Tama§os SIN BORDEN 20CM X 20CM",47.80 ,"4,250 ",0 ,0 ,"4,250","203,150.00",,
209076701,"CAPA POROSA O BIOMATRIZ, SE SOLICITA TAMA•O 10 cm x 10 cm, con 420 agujeros de 1600 micrones.",60.00 ,"12,630 ","4,600 ",480 ,"17,710","1,062,600.00",,
209077401,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS, se solicita Botella con tapa rosca 500ml",25.00 ,0 ,334 ,48 ,382,"9,550.00",,
209077501,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS, se solicita, Dispensador en aerosol con tapa atomizador 250 ml",20.25 ,0 ,152 ,0 ,152,"3,078.00",,
209077601,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS, se solicita tama§o en bolsas con puerto de irrigaci¢n de 1000 ml.",62.41 ,0 ,138 ,0 ,138,"8,611.89",,
209077701,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS, SE SOLICITA EL TAMA•O Compresa presaturada Empaque individual de gasa de 8 capas de 10 cm x 10 cm.",6.91 ,0 ,0 ,0 ,0,0.00,,
209077801,"SOLUCI‡N PARA LAVADO, IRRIGACI‡N Y DESBRIDAMIENTO DE HERIDAS SE SOLICITA, Gel Dispensador en spray aerosol 100 g.",47.51 ,0 ,0 ,0 ,0,0.00,,
209091701,"ESPUMA DE POLIURETANO (PU) CON SISTEMA DE CONTROL DE CARGA DE TRANSPIRACI‡N CONTINUA, se solicita 4"" x 5"" (10.2 cm x 12.7 cm)",28.90 ,0 ,0 ,0 ,0,0.00,,
209091801,"ESPUMA DE POLIURETANO (PU) CON SISTEMA DE CONTROL DE CARGA DE TRANSPIRACI‡N CONTINUA, se solicita ""8x8""(20.3 cm x 20.3 cm)",73.42 ,0 ,0 ,0 ,0,0.00,,
209091901,"ESPUMA DE POLIURETANO CON SISTEMA DE CONTROL DE CARGA IMPERMEABLE, se solicita ""4 x 5"" (10.2cm x 12.7 cm)",27.80 ,0 ,0 ,0 ,0,0.00,,
209092001,"ESPUMA DE POLIURETANO CON SISTEMA DE CONTROL DE CARGA IMPERMEABLE, se solicita ""8x8""(20.3 cm x 20.3 cm)",73.42 ,0 ,650 ,0 ,650,"47,723.00",,
209092101,"ESPUMA DE ALCOHOL POLIVINILICO CON SISTEMA DE CONTROL DE CARGA,    (SE SOLICITA ,EXUDADO MODERADO SIN PEL÷CULA DE RETENCI‡N DE HUMEDAD 15.2 cm x 15.2 cm (6? x 6?).",14.61 ,"16,560 ",895 ,750 ,"18,205","265,975.05",,
209092201,"ESPUMA DE ALCOHOL POLIVINILICO CON SISTEMA DE CONTROL DE CARGA,      (SE SOLICITA PARA TUNELIZACION DE 9 mm (1.2g)",14.61 ,"3,610 ","2,450 ",700 ,"6,760","98,763.60",,
209092301,"ESPUMA DE ALCOHOL POLIVINILICO CON SISTEMA DE CONTROL DE CARGA,     (SE SOLICITA, EXUDADO MODERADO SIN PEL÷CULA DE RETENCI‡N DE HUMEDAD, TAMA•O 10.2 cm x 10.2 cm  x 1.29 cm (4"" x 4"" x 0.5"")",56.25 ,0 ,"2,700 ",0 ,"2,700","151,875.00",,
209092401,"ESPUMA DE ALCOHOL POLIVINILICO CON SISTEMA DE CONTROL DE CARGA,    ( SE SOLICITA , EXUDADO ABUNDANTE SIN PEL÷CULA DE RETENCI‡N DE HUMEDAD TAMA•O De forma isla adherente de 10.2 cm x 12 cm (4"" x 4.75"") y espuma de 5 cm x 7 cm (2"" x 2.75"").",34.98 ,150 ,0 ,"1,300 ","1,450","50,721.00",,
209094100,CUCHILLA PARA PODADORA DE VELLOS Y CABELLOS CON SISTEMA OSCILANTE (Ofrecer Nueva Tecnologia) SE SOLICITAN UN MINIMO DE 100,3.11 ,"36,450 ","1,900 ","2,000 ","40,350","125,286.75",,
209100700,ESPECULO VAGINAL (SE SOLICITA TAMA•O CHICO),0.22 ,0 ,0 ,0 ,0,0.00,,
209100701,ESPECULO VAGINAL (SE SOLICITA TAMA•O MEDIANO),1.24 ,"168,650 ",400 ,"2,200 ","171,250","211,493.75",,
209100702,ESPECULO VAGINAL (SE SOLICITA TAMA•O GRANDE)  ,1.23 ,"39,300 ","2,400 ","3,500 ","45,200","55,596.00",,
209111100,"SUTURA µCIDO POLIGLICOLICO TENZADO, SE SOLICITA CALIBRE 3-0",0.94 ,"104,202 ",540 ,288 ,"105,030","98,613.72",,
209111200,SUTURA DE µCIDO POLIGLIC‡LICO CALIBRE 0 DE 60-75CM DE LONGITUD.,3.35 ,0 ,0 ,0 ,0,0.00,,
209111300,"MATRIZ EXTRACELULAR TRIDIMENSIONAL, SE SOLICITA 7 x 20CM, MALLA",295.60 ,160 ,0 ,0 ,160,"47,296.00",,
209111600,"MATRIZ DE CELULOSA OXIDADA REGENERADA Y COL∑GENO, SE SOLICITA TAMA•O 123 CENTIMETROS CUADRADOS.                                                                                                                                                                                                                                                                      ",54.80 ,0 ,0 ,0 ,0,0.00,,
209112500,INSTRUMENTO O PINZA CURVA PARA FUSION DE TEJIDOS PARA ELECTROCAUTERIO MULTIMODAL O BIPOLAR AVANZADO (CIRUGIA ABIERTA) DESECHABLE,625.00 ,0 ,240 ,0 ,240,"150,000.00",,
209112600,PINZA LAPARASCOPICA DE 10 MM CON CORTE INCORPORADO PARA SELLADO DE VASOS SANGUINEOS MEDIANTE PRESION.                                                                                                                                                         ,404.75 ,0 ,0 ,0 ,0,0.00,,
209112700,"LAPIZ PARA ELECTROCAUTERIO MULTIMODAL (CORTE,DISECCION Y COAGULACION)                                                                                                                                                                                                                                                             ",43.21 ,0 ,0 ,0 ,0,0.00,,
209112800,"PINZA PARA FUSION DE TEJIDOS Y DISECCION MONOPOLAR DE 5MM LAPARASCOPICA PARA ELECTROCAUTERIO MULTIMODAL, Se Solicita de 37 Long, mandibula curva. ",846.54 ,0 ,0 ,0 ,0,0.00,,
209112900,PINZA LAPARASCOPICA DE 5 MM CON CORTE INCORPORADO PARA SELLADO DE VASOS SANGUINEOS MEDIANTE PRESION.                                                                                                                              ,587.50 ,0 ,80 ,0 ,80,"47,000.00",,
209113300,"TROCAR PARA CIRUGIA LAPAROSCOPICA DE 2MM A 15MM DE DIAMETRO, PUNTA CORTANTE DESECHABLE CON PROTECCION ACTIVA Y REDUCTOR INCORPORADO",64.62 ,"1,200 ",0 ,0 ,"1,200","77,544.00",,
209113400,INSTRUMENTO PARA PROLAPSO RECTAL Y HEMORROIDES,199.50 ,152 ,48 ,0 ,200,"39,900.00",,
209113500,TROCAR PARA CIRUGIA LAPAROSCOPICA  DE 5MM A 12MM DE DIAMETRO CON SISTEMA DE ANCLAJE (TIPO HASSAN O TêCNICA ABIERTA) PUNTA ROMA DESECHABLE.                                             ,68.35 ,0 ,72 ,0 ,72,"4,920.84",,
209113600,"MALLA TRI-LAMINADA DELGADA.  (SE SOLICITA TAMA•O 8"" X 12"" (20 X 30cm))","1,651.43 ",0 ,0 ,0 ,0,0.00,,
209113700,HEMOSTATICO ABSORVIBLE DE TEXTURA ALGODONOSA            (SE SOLICITA: TAMA•O: 2.5 X 5CM),110.00 ,0 ,0 ,0 ,0,0.00,,
209119500,SUTURA MONOFILAMENTO POLIDIOXANONA  CALIBRE 1  (SE SOLICITA AGUJA  70MM ),19.70 ,0 ,0 ,0 ,0,0.00,,
209119600,"SUTURA MONOFILAMENTO SINTETICO ABSORBIBLE, SE SOLICITA CALIBRE 5-0",1.56 ,"70,800 ","1,140 ",0 ,"71,940","112,182.52",,
209119700,"SUTURA: MONOFILAMENTO SINTETICO ABSORBIBLE, CALIBRE 4-0 ",1.37 ,"10,572 ",720 ,288 ,"11,580","15,836.46",,
209119900,"CANULA DE ASPIRACION TIPO YANKEUER. SE SOLICITA TIPO RIGIDA DE ADULTO de 12"" y tuberia de 72"" o MAS",1.55 ,0 ,0 ,0 ,0,0.00,,
209125001,"SISTEMA DE ENGRAPADO O LIGADURA, PARA CLIP DE POLIMERO NO ABSORBIBLE",89.59 ,0 ,0 ,0 ,0,0.00,,
209155001,"GUANTES QUIRÈRGICOS LIBRES DE LATEX Y POLVO, ESTêRIL  SE SOLICITA TAMA•O 6 1/2",1.31 ,0 ,0 ,0 ,0,0.00,,
209155101,"GUANTES QUIRÈRGICOS LIBRES DE LATEX Y POLVO, ESTêRIL                      (SE SOLICITA TAMA•O 7)",1.64 ,0 ,0 ,0 ,0,0.00,,
209155201,"GUANTES QUIRÈRGICOS LIBRES DE LATEX Y POLVO, ESTêRIL . SE SOLICITA TAMA•O 7.5",1.64 ,0 ,0 ,0 ,0,0.00,,
209158201,GLUCONATO DE CLORHEXIDINA AL 4% EN ESPUMA PARA ANTISEPSIA DE MANO.   ( LA EMPRESA QUE SE LE ADJUDIQUE DEBE PROPORCIONAR ELSISTEMA DE DISPENSACION POR BOMBA DE PIE) ,28.94 ,0 ,0 ,0 ,0,0.00,,
209158301,"GUANTES DE NITRILO PARA EXAMEN SIN POLVO, NO ESTêRIL.       (SE SOLICITA TAMA•O MEDIANO)",0.04 ,0 ,0 ,0 ,0,0.00,,
209158401,"GUANTES DE NITRILO PARA EXAMEN SIN POLVO, NO ESTêRIL.     (SE SOLICITA TAMA•O GRANDE)",0.04 ,0 ,0 ,0 ,0,0.00,,
209160401,SOLUCION QUIRURGICA ANTISEPTICO PARA LA PIEL. SE SOLICITA VOLUMEN DE 26ML,11.31 ,0 ,0 ,0 ,0,0.00,,
209163501,"SUTURA: POLIPROPILENO MONOFILAMENTO, CALIBRE 6-0  ( 1/2 de circulo)",4.46 ,0 ,0 ,0 ,0,0.00,,
209163901,"INJERTO VASCULAR CONICO CON ANILLOS INTEGRADOS AL PTFE.   (SE SOLICITA: CON HEPARINA BIOACTIVA, CAN ANILLO INTEGRAD, INJERTO VASCULAR C‡NICO Entre 4MM y 6MM ,Longitud 45CM).","1,815.00 ",0 ,0 ,0 ,0,0.00,,
209168001,"INJERTO VASCULAR CONICO CON ANILLOS INTEGRADOS AL PTFE.   SE SOLICITA:  CON HEPARINA BIOACTIVA, CAN ANILLO INTEGRAD, INJERTO VASCULAR C‡NICO ENTRE 4MM y  7MM , LONGITUD 45CM","1,850.00 ",375 ,0 ,0 ,375,"693,750.00",,
209170601,"ESPIROMETRO INCENTIVO PARA REALIZAR EJERCICIOS DE RESPIRACION PROFUNDA.
(DESECHABLE):",19.95 ,"40,560 ",576 ,384 ,"41,520","828,145.05",,
209171801,LENTE INTRAOCULAR PLEGABLE DE ACRILICO HIDROFOBICO DE +10.00 A +30.00 DIOPTRIAS.,39.90 ,505 ,5 ,0 ,510,"20,349.00",,
209175902,"CEPILLO PARA LAVADO QUIRURGICO DESECHABLE CON CLOREXIDINA AL 4%,ESTERIL",0.68 ,0 ,0 ,0 ,0,0.00,,
209193700,DELANTAL PROTECTOR DE FLUIDOS   (JUMSUIT) ,41.13 ,"497,000 ","23,200 ","13,596 ","533,796","21,955,029.48",,
209196401,"Cuchillete con Mango de 15ß hasta 45ß  (se solicita de 15¯) Desechable, esteril, con hoja en forma de lanceta de una sola pieza de 3 a 5mm.",10.95 ,0 ,0 ,0 ,0,0.00,,
209203101,GLUCONATO DE CLORHEXIDINA AL 2% EN ESPUMA PARA ANTISEPSIA DE MANO. ( LA EMPRESA QUE SE LE ADJUDIQUE DEBE PROPORCIONAR EL SISTEMA DE DISPENSACION POR BOMBA DE PIE)  ,19.25 ,"2,000 ",0 ,0 ,"2,000","38,500.00",,
209214901,CANULA NASOFARINGEA DE 32 FR A 36 FR.                 (SE SOLOCITA TAMA•0 32FR) ,3.69 ,"6,700 ",500 ,0 ,"7,200","26,593.92",,
209215001,CANULA NASOFARINGEA  DE 32 FR A 36 FR.                        (SE SOLOCITA TAMA•0 34FR),3.69 ,"3,650 ",500 ,0 ,"4,150","15,299.39",,
209215101,CANULA NASOFARINGEA  DE 28 FR A 30 FR. SE SOLOCITA TAMA•0 30FR      ,3.69 ,0 ,"1,050 ",0 ,"1,050","3,878.07",,
209215201,CANULA NASOFARINGEA  DE 28 FR A 30 FR. SE SOLOCITA TAMA•0 28FR   ,3.65 ,450 ,500 ,0 ,950,"3,471.30",,
209223001,"CAL SODADA SIN PRODUCCION DEL COMPUESTO A. SE SOLICITA BOLSA DE 1KG? Indicador de violeta de etilo <1%? Hidr¢xido de calcio de porcentaje de peso >75%.? En caso que contenga catalizador: Cloruro de litio de % de peso entre 0% y 3% ¢ Hidr¢xido de Sodio entre 0% y 2%
",110.17 ,0 ,0 ,0 ,0,0.00,,
209235401,"GASA 2"" X 2"" X 16 DOBLECES, ESTêRIL",0.03 ,0 ,0 ,0 ,0,0.00,,
209235501,"GASA 2"" X 2"" X 16 DOBLECES CON ELEMENTO RADIOPACO, ESTERIL",0.03 ,0 ,0 ,0 ,0,0.00,,
209235601,"GASA 3"" X 3"" X 16 DOBLECES, ESTERIL",0.07 ,0 ,0 ,0 ,0,0.00,,
209235801,"GASA 8"" X 4"" X 16 DOBLECES, ESTêRIL",0.07 ,0 ,0 ,0 ,0,0.00,,
209235901,"GASA 8"" X 4"" X 16 DOBLECES CON ELEMENTOS RADIOPACO, ESTêRIL",0.26 ,0 ,0 ,0 ,0,0.00,,
209236101,"GASA SIMPLE 4"" X 4"" X 16 ESTêRIL",0.21 ,0 ,0 ,0 ,0,0.00,,
209244001,"AGUJAS PARA LOCALIZACION Y BLOQUEO DE NERVIO PERIFERICO.                             (SE SOLICITA TAMA•O 22Ga X 2"").",11.80 ,"2,600 ",100 ,0 ,"2,700","31,860.00",,
209268501,"CIRCUITO DESECHABLE DE VENTILADOR INTEGRADO DE HUMIDIFICACI‡N PASIVA Y
FILTRACI‡N DE 72 HORAS DE USO",79.00 ,"8,740 ","4,080 ",230 ,"13,050","1,030,950.00",,
209269601,"GUANTES DE NITRILO PARA EXAMEN SIN POLVO, NO ESTêRIL. SE SOLICITA TAMA•O CHICO",0.04 ,0 ,0 ,0 ,0,0.00,,
209270001,"SET DE ROPA
",12.34 ,"99,550 ",0 ,20 ,"99,570","1,228,693.80",,
209286501,"CINTURON SEGURIDAD PARA MARCHA DE ADULTO                    (SE SOLICITA TAMA•O PEQUE•A DE 34""-30"")",82.72 ,150 ,38 ,0 ,188,"15,551.99",,
209286601,"CINTURON SEGURIDAD PARA MARCHA ADULTO.  (SE SOLICITA MEDIANO 30""-44"")",110.00 ,615 ,0 ,0 ,615,"67,650.00",,
209286701,"CINTURON SEGURIDAD PARA MARCHA DE ADULTO.         (SE SOLICITA GRANDE 44""-60"")",82.72 ,520 ,190 ,0 ,710,"58,733.61",,
209292901,BOLSA PARA OBTENCI‡N DE MUESTRAS EN CIRUG÷A LAPAROSC‡PICA (Se solicita de 6.4cm x 15cm),150.00 ,0 ,0 ,0 ,0,0.00,,
209296301,TIJERA PARA CORTE Y LIGADURA DE CORD‡N UMBILICAL CON BISTUR÷. ,183.75 ,0 ,0 ,0 ,0,0.00,,
209298301,SET DE ROPA DESECHABLE PARA CIRUGIA OFTALMOLOGICA,39.99 ,"12,950 ",0 ,950 ,"13,900","555,861.00",,
